"","date","series_id","value","realtime_start","realtime_end"
"382",2008-03-01,"GS2",1.62,2021-02-24,2021-02-24
"383",2008-04-01,"GS2",2.05,2021-02-24,2021-02-24
"384",2008-05-01,"GS2",2.45,2021-02-24,2021-02-24
"385",2008-06-01,"GS2",2.77,2021-02-24,2021-02-24
"386",2008-07-01,"GS2",2.57,2021-02-24,2021-02-24
"387",2008-08-01,"GS2",2.42,2021-02-24,2021-02-24
"388",2008-09-01,"GS2",2.08,2021-02-24,2021-02-24
"389",2008-10-01,"GS2",1.61,2021-02-24,2021-02-24
"390",2008-11-01,"GS2",1.21,2021-02-24,2021-02-24
"391",2008-12-01,"GS2",0.82,2021-02-24,2021-02-24
"392",2009-01-01,"GS2",0.81,2021-02-24,2021-02-24
"393",2009-02-01,"GS2",0.98,2021-02-24,2021-02-24
"394",2009-03-01,"GS2",0.93,2021-02-24,2021-02-24
"395",2009-04-01,"GS2",0.93,2021-02-24,2021-02-24
"396",2009-05-01,"GS2",0.93,2021-02-24,2021-02-24
"397",2009-06-01,"GS2",1.18,2021-02-24,2021-02-24
"398",2009-07-01,"GS2",1.02,2021-02-24,2021-02-24
"399",2009-08-01,"GS2",1.12,2021-02-24,2021-02-24
"400",2009-09-01,"GS2",0.96,2021-02-24,2021-02-24
"401",2009-10-01,"GS2",0.95,2021-02-24,2021-02-24
"402",2009-11-01,"GS2",0.8,2021-02-24,2021-02-24
"403",2009-12-01,"GS2",0.87,2021-02-24,2021-02-24
"404",2010-01-01,"GS2",0.93,2021-02-24,2021-02-24
"405",2010-02-01,"GS2",0.86,2021-02-24,2021-02-24
"406",2010-03-01,"GS2",0.96,2021-02-24,2021-02-24
"407",2010-04-01,"GS2",1.06,2021-02-24,2021-02-24
"408",2010-05-01,"GS2",0.83,2021-02-24,2021-02-24
"409",2010-06-01,"GS2",0.72,2021-02-24,2021-02-24
"410",2010-07-01,"GS2",0.62,2021-02-24,2021-02-24
"411",2010-08-01,"GS2",0.52,2021-02-24,2021-02-24
"412",2010-09-01,"GS2",0.48,2021-02-24,2021-02-24
"413",2010-10-01,"GS2",0.38,2021-02-24,2021-02-24
"414",2010-11-01,"GS2",0.45,2021-02-24,2021-02-24
"415",2010-12-01,"GS2",0.62,2021-02-24,2021-02-24
"416",2011-01-01,"GS2",0.61,2021-02-24,2021-02-24
"417",2011-02-01,"GS2",0.77,2021-02-24,2021-02-24
"418",2011-03-01,"GS2",0.7,2021-02-24,2021-02-24
"419",2011-04-01,"GS2",0.73,2021-02-24,2021-02-24
"420",2011-05-01,"GS2",0.56,2021-02-24,2021-02-24
